Localidad;Tipo de propiedad;Direccion
USAQUEN;CONJUNTO RESIDENCIAL;CL128B#21-93 LANCASTRIA LOTE A Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL127A#5C-41 CAMINO DEL COUNTRY Bogota Colombia
USAQUEN;EDIFICIO;CL133#19-59 AREA 19 Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR8A#152-25 LOS NARANJOS Bogota Colombia
USAQUEN;EDIFICIO;KR8C#162-47 SAN CRISTOBAL Bogota Colombia
USAQUEN;EDIFICIO;CL127B#7B-42 NOGALES DE BELLA SUIZA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR8#170-52 HACIENDA LA ESTANCIA NAVARRA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR14B#161-88  LOS BALCONES DE ORIENTE Bogota Colombia
USAQUEN;EDIFICIO;CL128#7C-35 MAREMARE III Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL126#11B-91 BUGANVILLA 126 TORRE 12 Bogota Colombia
USAQUEN;EDIFICIO;CL124#20-56  MADRIGAL DEL NORTE  Bogota Colombia
USAQUEN;EDIFICIO;CL127A#17A-54 CALLEJA COUNTRY Bogota Colombia
USAQUEN;EDIFICIO;DG128C#20-27 VALPARAISO Bogota Colombia
USAQUEN;EDIFICIO;KR21#104-24 NAVARRA PLAZA Bogota Colombia
USAQUEN;EDIFICIO;TV15#126-35 IMOVAL IV Bogota Colombia
USAQUEN;EDIFICIO;KR13#127-83 IVENAR 1 Bogota Colombia
USAQUEN;EDIFICIO;CL145A#13A-51 LOS ARRECIFES Bogota Colombia
USAQUEN;EDIFICIO;KR9C#120-48 ITHACA Bogota Colombia
USAQUEN;EDIFICIO;CL139#17-51 EL ESTEREO  Bogota Colombia
USAQUEN;EDIFICIO;CL122Bis#18B-63 PORTAL DE ALCALA III Bogota Colombia
USAQUEN;EDIFICIO;KR37A#163-16 CASA DE LAS ORQUIDEAS Bogota Colombia
USAQUEN;EDIFICIO;KR20#120-50 VIU PARK Bogota Colombia
USAQUEN;EDIFICIO;CL126A#7-83 ATELIER 126 Bogota Colombia
USAQUEN;EDIFICIO;CL140#21-39 SANTA CATALINA Bogota Colombia
USAQUEN;EDIFICIO;CL114A#21-88 ARANJUEZ Bogota Colombia
USAQUEN;EDIFICIO;KR11D#119-64 SANTA BARBARA 10 Bogota Colombia
USAQUEN;EDIFICIO;CL163A#7-08 DE VIVIENDA MULTIFAMILIAR ALTOS DE LA FLORESTA Bogota Colombia
USAQUEN;EDIFICIO;CL127C#4-46 LOS PINOS Bogota Colombia
USAQUEN;EDIFICIO;CL136#20-05 DE LA ESQUINA Bogota Colombia
USAQUEN;EDIFICIO;KR21#102-70 MONTEARROYO Bogota Colombia
USAQUEN;EDIFICIO;AK7#155-80 NORTH POINT HOUSE Bogota Colombia
USAQUEN;EDIFICIO;CL144#9-95 BARBADOS Bogota Colombia
USAQUEN;EDIFICIO;CL135A#10A-34 PASEO DE LISBOA  Bogota Colombia
USAQUEN;EDIFICIO;KR15A#121-12  AHORRAMAS  Bogota Colombia
USAQUEN;EDIFICIO;CL134A#18-64 BASICO RESERVADO  Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL146#21-49 VALLADOLID Bogota Colombia
USAQUEN;EDIFICIO;KR14A#116-45 EL PORTAL DE LA SIERRA Bogota Colombia
USAQUEN;EDIFICIO;KR11A#121-80 BONAVENTO I  Bogota Colombia
USAQUEN;EDIFICIO;KR22#137-49 HELTON 137 Bogota Colombia
USAQUEN;EDIFICIO;CL145#19-54 EL CEDRITO Bogota Colombia
USAQUEN;EDIFICIO;KR14A#127B-61 NORCAROLINA Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;KR20#184-48 SANTA MARIA Bogota Colombia
USAQUEN;EDIFICIO;CL127A#19-42 ALTEA DE LA CALLEJA Bogota Colombia
USAQUEN;EDIFICIO;CL146#15-22  ALTAVISTA 146 Bogota Colombia
USAQUEN;EDIFICIO;AC147#17-81 SERRANILLA Bogota Colombia
USAQUEN;EDIFICIO;CL106A#17A-15 SUAZA CALLE 108 Bogota Colombia
USAQUEN;EDIFICIO;CL117A#9A-16 EL CORTIJO Bogota Colombia
USAQUEN;EDIFICIO;KR18C#122-40 VIVAL UNO 22 Bogota Colombia
USAQUEN;EDIFICIO;TV21#103A-56 CHICO REAL Bogota Colombia
USAQUEN;EDIFICIO;KR18C#123-71 CAIBOCA Bogota Colombia
USAQUEN;EDIFICIO;KR12#116-88  MALLO Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR13C#165B-41 TOSCANA 2 Bogota Colombia
USAQUEN;EDIFICIO;KR19A#107-08 GMP Bogota Colombia
USAQUEN;EDIFICIO;AK45#109-20 HOLDING EMPRESARIAL Bogota Colombia
USAQUEN;EDIFICIO;CL105ABis#13A-71 ALUMINE Bogota Colombia
USAQUEN;EDIFICIO;CL123#15A-61 PALMACERA Bogota Colombia
USAQUEN;EDIFICIO;KR10A#138-43 CONVIVIENDA II Bogota Colombia
USAQUEN;EDIFICIO;KR17#121-50 VICENZA Bogota Colombia
USAQUEN;EDIFICIO;CL102#16-26 OPAL Bogota Colombia
USAQUEN;EDIFICIO;CL146#13-09 TIZONA Bogota Colombia
USAQUEN;EDIFICIO;KR17#121-10 PARQUE 121 Bogota Colombia
USAQUEN;EDIFICIO;KR21#137-38 FLORESTA DE ALCALA Bogota Colombia
USAQUEN;EDIFICIO;CL103#17-55 VILLA VERDE Bogota Colombia
USAQUEN;EDIFICIO;CL101#11B-04  CHICO 101 Bogota Colombia
USAQUEN;EDIFICIO;KR12B#148-37 CAROLINA Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL152#22A-55 RINCON CEDRO BOLIVAR  Bogota Colombia
USAQUEN;EDIFICIO;CL127A#18B-10 VERCELLI Bogota Colombia
USAQUEN;EDIFICIO;CL135#19-86 BERLIN Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL127Bis#20-51 LA CALLEJA  Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;KR8A#151-11ED TORRES DE PALONEGRO Bogota Colombia
USAQUEN;EDIFICIO;CL140#14-48 TRAFALGAR Bogota Colombia
USAQUEN;;CL112#1-03 CASA AMAYA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL127BBis#19-72 LOS CAMBULO Bogota Colombia
USAQUEN;EDIFICIO;KR18#140-34 MONTELLO Bogota Colombia
USAQUEN;EDIFICIO;CL147#12-52 PORTOBELLO Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR13#140-46 ESCALA RESERVADO Bogota Colombia
USAQUEN;EDIFICIO;KR14#104-74 MORISOT 2 Bogota Colombia
USAQUEN;EDIFICIO;CL119#13-51 T Bogota Colombia
USAQUEN;CENTRO COMERCIAL;KR7#140-47 BELMIRA PLAZA I Bogota Colombia
USAQUEN;EDIFICIO;CL127B#7C-38 HELVETICA Bogota Colombia
USAQUEN;EDIFICIO;KR19A#143-09 BAMBU I Bogota Colombia
USAQUEN;EDIFICIO;CL126A#7C-67 TRIVENTO Bogota Colombia
USAQUEN;EDIFICIO;CL125#18B-09 ACUARIMANTIMA Bogota Colombia
USAQUEN;EDIFICIO;KR15A#106-41 FORESTO 106 Bogota Colombia
USAQUEN;EDIFICIO;CL147#7B-26 ANDES 147 Bogota Colombia
USAQUEN;EDIFICIO;KR11Bis#124A-11 ANSES II Bogota Colombia
USAQUEN;EDIFICIO;KR1#109-12ESTE THALASSA Bogota Colombia
USAQUEN;EDIFICIO;CL103A#17-59 CENTENARIO UNO Bogota Colombia
USAQUEN;EDIFICIO;KR7B#127B-33 OLIVARES Bogota Colombia
USAQUEN;EDIFICIO;KR23#104-45 DOSLUNAS Bogota Colombia
USAQUEN;EDIFICIO;KR18C#121-09 DANUBIO Bogota Colombia
USAQUEN;EDIFICIO;KR7#127C-24 SANTA LUZ EN BELLA SUIZA Bogota Colombia
USAQUEN;EDIFICIO;CL146#21-29 YORSAN 1 Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;KR11A#144-35 PLAZUELA DEL CEDRO Bogota Colombia
USAQUEN;EDIFICIO;KR19A#151-15 MIRADOR DEL CEDRO 3 Bogota Colombia
USAQUEN;EDIFICIO;CL140A#15-26AD RESERVA DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;CL102#13-16 CARRERA TRECE  Bogota Colombia
USAQUEN;EDIFICIO;CL104A#17-91 PARQUE 104A Bogota Colombia
USAQUEN;EDIFICIO;KR12#119-79 ALMERIA DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;KR14A#127A-43 JUANAMARI Bogota Colombia
USAQUEN;EDIFICIO;KR7A#151-80 CEDRO GOLF LTDA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR14B#146-33  BALCONES DE SEVILLA Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;AK15#127-45 PASEO DEL COUNTRY Bogota Colombia
USAQUEN;EDIFICIO;CL163A#7F-37 CASTILLO IBIZA Bogota Colombia
USAQUEN;EDIFICIO;CL140#22-23 KAVALA STANZA Bogota Colombia
USAQUEN;EDIFICIO;CL145A#21-29 PONTETRESA Bogota Colombia
USAQUEN;EDIFICIO;KR17A#105-43 GALICIA Bogota Colombia
USAQUEN;EDIFICIO;KR7A#146-89 APARTAMENTOS MENTA PH Bogota Colombia
USAQUEN;EDIFICIO;KR13Bis#108-21 AYSANA 108 Bogota Colombia
USAQUEN;EDIFICIO;CL120#20-57 ISANORTE Bogota Colombia
USAQUEN;EDIFICIO RESIDENCIAL;KR11A#112-50 CARACOLI Bogota Colombia
USAQUEN;EDIFICIO;CL124#7C-44 SANTALAMO Bogota Colombia
USAQUEN;EDIFICIO;AK9#129A-48 BALCONES DE BELLA SUIZA Bogota Colombia
USAQUEN;EDIFICIO;KR19A#122-74 PROINVE III Bogota Colombia
USAQUEN;EDIFICIO;AK10#117A-97 PATRICIA  Bogota Colombia
USAQUEN;EDIFICIO;KR17#121-39 EL PORTON Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;KR11#135C-59 TAYRONA Bogota Colombia
USAQUEN;EDIFICIO;CL153#7B-60 LA SERRANITA Bogota Colombia
USAQUEN;EDIFICIO;CL145#21-89ED LA HACIENDA PH Bogota Colombia
USAQUEN;EDIFICIO;CL105#17-62 TOSCANA Bogota Colombia
USAQUEN;CONJUNTO MULTIFAMILIAR;CL158A#12-24 VILLAS DEL MEDITERRANEO MANZANA 9 Bogota Colombia
USAQUEN;EDIFICIO;KR15#109-78 LOS GUADUALES Bogota Colombia
USAQUEN;EDIFICIO;CL104A#19A-64  ALCALA DEL CHICO  Bogota Colombia
USAQUEN;EDIFICIO;KR17A#137-20 SAN REMO III Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR45#127-80 RINCON DE LA CALLEJA Bogota Colombia
USAQUEN;EDIFICIO;CL109#20-50 ENTREPARQUES Bogota Colombia
USAQUEN;EDIFICIO;KR14#119-96 SPACIO 119 Bogota Colombia
USAQUEN;EDIFICIO;KR16#140-49 ILUMINATTO II Bogota Colombia
USAQUEN;EDIFICIO;CL145#7F-37 LA ERMITA Bogota Colombia
USAQUEN;EDIFICIO;KR13A#102-16 EL ALMENDRO Bogota Colombia
USAQUEN;EDIFICIO;KR7A#150-36 FOX Bogota Colombia
USAQUEN;EDIFICIO;CL147#14B-40 ARCOS DEL CEDRO Bogota Colombia
USAQUEN;EDIFICIO;KR15A#106-66 SAN LUCAS 106 Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL179#6-41 BOSQUELADERA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL150#15-26 TORINO EL CEDRO Bogota Colombia
USAQUEN;EDIFICIO;CL110#15-26 NATUA 110 Bogota Colombia
USAQUEN;EDIFICIO;KR14A#112-65 TTANE Bogota Colombia
USAQUEN;EDIFICIO;CL114#19-52 SAN REMO Bogota Colombia
USAQUEN;EDIFICIO;KR17#145-75 TORRE VERSALLES Bogota Colombia
USAQUEN;EDIFICIO;KR10#117A-24 KOBE I Bogota Colombia
USAQUEN;propiedad;KR14B#161-88 CENTRO COMUNAL CONJUNTO RESIDENCIAL LOS BALCONES DE ORIENTE Bogota Colombia
USAQUEN;EDIFICIO;CL127D#19-45 LA CALLEJA COUNTRY Bogota Colombia
USAQUEN;EDIFICIO;CL127BBis#19-75 CHIBABA Bogota Colombia
USAQUEN;CONJUNTO;CL166#16C-42 RESIDENCIAL TISQUESUSA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR14#151-67  HACIENDA EL CEDRO I ETAPA Bogota Colombia
USAQUEN;EDIFICIO;CL112#15B-17 CASA ARTEK Bogota Colombia
USAQUEN;EDIFICIO;AK9#150-15 CARAVELAS IX Bogota Colombia
USAQUEN;EDIFICIO;KR15A#118-55 TORRES DE KANNA III Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR7A#151-22 KALIMA Bogota Colombia
USAQUEN;EDIFICIO;CL123#9C-20 BALMORAL II Bogota Colombia
USAQUEN;EDIFICIO;CL134#9-58 LISBOA UJUETA Bogota Colombia
USAQUEN;CONJUNTO;KR11C#127-55 RINCON DEL POLO Bogota Colombia
USAQUEN;EDIFICIO;KR14#110-22 BEMEGA Bogota Colombia
USAQUEN;EDIFICIO;CL151#12B-16 EL CEDRAL 2 Bogota Colombia
USAQUEN;EDIFICIO;KR19A#105-14 RUSSI Bogota Colombia
USAQUEN;EDIFICIO;CL109#2-28 PINOS DE SANTA ANA Bogota Colombia
USAQUEN;EDIFICIO;KR17#134A-84 PORTUGAL VII Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR14B#161-59 LOS BALCONES DE ORIENTE EDIFICIO LOS BUGAMBILES Bogota Colombia
USAQUEN;EDIFICIO;KR17A#105-25 TORRE JAZMIN DEL CABO Bogota Colombia
USAQUEN;EDIFICIO;KR20#137-29  NUEVA AUTOPISTA  Bogota Colombia
USAQUEN;EDIFICIO;CL117#9C-45 ZARKOR I Bogota Colombia
USAQUEN;EDIFICIO;AV15#110-63 AVENIDA 15 I Bogota Colombia
USAQUEN;EDIFICIO;KR1#109-95 EL OLIVAR Bogota Colombia
USAQUEN;EDIFICIO;CL113#7-80 TORRE AR Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL140#11-46 PORTAL DE CEDRITOS Bogota Colombia
USAQUEN;EDIFICIO;KR13A#147-60 ORSA 1 Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;KR13A#127A-29 SANDY Bogota Colombia
USAQUEN;EDIFICIO;CL104#19A-67 CAMINO DE SAUCES Bogota Colombia
USAQUEN;EDIFICIO;CL135C#10B-67 CALIFORNIA ANTIGUA Bogota Colombia
USAQUEN;EDIFICIO;KR8A#151-49 LA ROMANA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL122#12-11 SANTA BARBARA NORTE MANZANA F Bogota Colombia
USAQUEN;EDIFICIO;KR5#108A-55 PARQUES DE SANTANA TORRE A Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR8#151-29 NUEVO CEDRO GOLF BLOQUE 2 Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR6#123A-74 ENTREMONTES Bogota Colombia
USAQUEN;EDIFICIO;CL145#21-76 CHICAMOCHA Bogota Colombia
USAQUEN;EDIFICIO;KR16#102-76 PAPYRUS 102 Bogota Colombia
USAQUEN;EDIFICIO;CL145A#19-86 VENECIA Bogota Colombia
USAQUEN;EDIFICIO;KR7A#148-54 SAUCES II Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;AV19#127A-33 LAS CANARIAS Bogota Colombia
USAQUEN;EDIFICIO;KR18C#121-26 BARI Bogota Colombia
USAQUEN;EDIFICIO;KR7C#146-63 PENAFLOR Bogota Colombia
USAQUEN;EDIFICIO RESIDENCIAL;KR7#113-31 IBIZA Bogota Colombia
USAQUEN;EDIFICIO;CL118#18C-13 BALCONES DE LA SIERRA Bogota Colombia
USAQUEN;EDIFICIO;KR16#101-30 TEKTO NAVARRA Bogota Colombia
USAQUEN;EDIFICIO;TV13B#114-43 SANTA LUCIA Bogota Colombia
USAQUEN;EDIFICIO;KR16#136-84 ROMANI 2 Bogota Colombia
USAQUEN;EDIFICIO;CL118#20-51 ARAE Bogota Colombia
USAQUEN;propiedad;AV45#45-45AL4AP4BQ4 AURES DEL MONTE Bogota Colombia
USAQUEN;EDIFICIO;KR17#122-20 122 AVENIDA Bogota Colombia
USAQUEN;EDIFICIO;KR10#117-97 POCIGUEICA Bogota Colombia
USAQUEN;EDIFICIO;KR15#106-23 STHEPANIE Bogota Colombia
USAQUEN;EDIFICIO;CL123#12-51 ALTOS DE COIMBRA Bogota Colombia
USAQUEN;EDIFICIO;DG109#1-55ESTE SEQUOIA Bogota Colombia
USAQUEN;EDIFICIO;KR17A#123-65 BILANKA 123 Bogota Colombia
USAQUEN;EDIFICIO;CL103#13-10 EL ENCANTO DE TOSCANA Bogota Colombia
USAQUEN;UNIDAD RESIDENCIAL;KR12#144-11 EL CEDRO Bogota Colombia
USAQUEN;EDIFICIO;KR15B#112-09 TWINS VILLAGE Bogota Colombia
USAQUEN;EDIFICIO;KR11A#121-27 LUTECIA Bogota Colombia
USAQUEN;EDIFICIO;CL112#18A-19 OM Bogota Colombia
USAQUEN;EDIFICIO;KR18A#112-04 PUERTO DE SOTOGRANDE Bogota Colombia
USAQUEN;EDIFICIO;CL104#15-48 PORTAL DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;CL118#21-33 ARCOS DE LA SIERRA Bogota Colombia
USAQUEN;EDIFICIO;CL103#12-35 RECODO DEL CHICO  Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR17A#127-71 LA CALLEJA III Bogota Colombia
USAQUEN;EDIFICIO;KR21#127-65 EL CALLEJON Bogota Colombia
USAQUEN;EDIFICIO;KR14#105A-10 MORISOT PH Bogota Colombia
USAQUEN;EDIFICIO;CL127B#7B-67 CASA MONTANA Bogota Colombia
USAQUEN;EDIFICIO;TV13B#128-51 TORRE DE MALAGA Bogota Colombia
USAQUEN;EDIFICIO;CL135C#13-70 MULTIFAMILIAR KING DAVID Bogota Colombia
USAQUEN;EDIFICIO;KR7B#127A-80 BALCONES DE SANTA MARIA Bogota Colombia
USAQUEN;EDIFICIO;CL124#21A-12 TORRE 124 Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL127B#19-35 LA CALLEJA Bogota Colombia
USAQUEN;EDIFICIO;KR20#118-84 SONHOS 118 Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;KR11C#127-19 POLO COUNTRY Bogota Colombia
USAQUEN;EDIFICIO;CL127B#20-10 JARDIN DE LA CALLEJA Bogota Colombia
USAQUEN;EDIFICIO;CL103#14-08 PAPYROS 103 Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR6A#113-09 DE LA LOMA Bogota Colombia
USAQUEN;EDIFICIO;CL110#14A-15 PARQUE DE SANTA PAULA Bogota Colombia
USAQUEN;EDIFICIO;AK15#136-55 LORENA NORTE Bogota Colombia
USAQUEN;EDIFICIO;CL141#15-35 STEVEN 1 Bogota Colombia
USAQUEN;EDIFICIO;CL8A#152-05 BACATA PORTAL  Bogota Colombia
USAQUEN;EDIFICIO;CL161A#18A-85 GUERRERO 8 Bogota Colombia
USAQUEN;EDIFICIO;KR17#106-52 BONAVISTA Bogota Colombia
USAQUEN;EDIFICIO;CL134#8A-10 EUCALIPTO PROPIEDAD HORIZONTAL Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR7F#146-35 CASTELLNUOVO Bogota Colombia
USAQUEN;EDIFICIO;KR21#122-66 PALMETTO ROYAL Bogota Colombia
USAQUEN;EDIFICIO;CL106#23-21 IBIZA Bogota Colombia
USAQUEN;EDIFICIO;KR11#134B-41 ROMANI I Bogota Colombia
USAQUEN;EDIFICIO;KR20#122-79 FERROL III Bogota Colombia
USAQUEN;EDIFICIO MULTIFAMILIAR;CL145#15-45 TORRRES DE LA AURORA Bogota Colombia
USAQUEN;EDIFICIO;CL152#13-94 MARQUES II Bogota Colombia
USAQUEN;EDIFICIO;CL134A#18A-42 CALLE 135 Bogota Colombia
USAQUEN;EDIFICIO;KR19A#159-73 PALMAREAL Bogota Colombia
USAQUEN;EDIFICIO;CL145#12-86 ALCALA REAL Bogota Colombia
USAQUEN;EDIFICIO;KR14B#118-98 GUATANCUY  Bogota Colombia
USAQUEN;EDIFICIO;CL115#11A-10 SIENA 115 11A Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;KR12#127A-17 CAROLINA POLO TORRE A Y TORRE B Bogota Colombia
USAQUEN;EDIFICIO;AK19#108A-52 109 AVENIDA Bogota Colombia
USAQUEN;EDIFICIO;CL127B#19-60 AZAFRAN Bogota Colombia
USAQUEN;EDIFICIO;CL108#17-11 BARAGGIA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL122A#13A-51 SANTA BARBARA NORTE MANZANA L Bogota Colombia
USAQUEN;EDIFICIO;CL125#47-52 ALEJANDRA Bogota Colombia
USAQUEN;EDIFICIO;KR21A#124-55 CENTRUM 125 Bogota Colombia
USAQUEN;EDIFICIO;KR20#107-24 ARCOS DE NAVARRA Bogota Colombia
USAQUEN;EDIFICIO;CL123#15A-05 SANTA BARBARA DEL PARQUE Bogota Colombia
USAQUEN;EDIFICIO;KR12#107A-61 SANTA PAULA RESERVADO Bogota Colombia
USAQUEN;EDIFICIO;KR14B#119-54 JUJAIMA Bogota Colombia
USAQUEN;EDIFICIO;KR12#119-39 ZUMMA Bogota Colombia
USAQUEN;EDIFICIO;CL118#22-43 PARQUE 22118 Bogota Colombia
USAQUEN;EDIFICIO;KR16#112-09 TANAMO 112 Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL142#9-71 ARAGON Bogota Colombia
USAQUEN;EDIFICIO;CL109#11-70 BYBLOSS Bogota Colombia
USAQUEN;EDIFICIO;TV31#135-06 YAMILE  Bogota Colombia
USAQUEN;EDIFICIO;CL147#15-41 EL SOLAR Bogota Colombia
USAQUEN;EDIFICIO;CL122Bis#18B-45 RINCON DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;CL140#4-45 MONTELOMA  1 Y  2 Bogota Colombia
USAQUEN;EDIFICIO;KR7Bis#124-56 VITALE Bogota Colombia
USAQUEN;EDIFICIO;CL110#14B-60 FONQUETA Bogota Colombia
USAQUEN;EDIFICIO;KR17#102-16 OKALA Bogota Colombia
USAQUEN;EDIFICIO;CL151#6-57 CASCADA DE PINOS Bogota Colombia
USAQUEN;EDIFICIO;CL106#19A-93 MAYTE Bogota Colombia
USAQUEN;EDIFICIO;TV29A#135-25 MARIA PAULA Bogota Colombia
USAQUEN;EDIFICIO;KR12#101-37 TERRAZAS DEL RINCON Bogota Colombia
USAQUEN;EDIFICIO;CL124#16-32 ANTARES Bogota Colombia
USAQUEN;EDIFICIO;KR7C#129-81 LAS PALMAS Bogota Colombia
USAQUEN;EDIFICIO;CL127CBis#7D-14 LUGANO EN BELLA SUIZA Bogota Colombia
USAQUEN;EDIFICIO;CL125#18-40 BOSQUES DE SANTA BARBARA Bogota Colombia
USAQUEN;EDIFICIO;CL159A#19B-91 ARPOLIS XIV Bogota Colombia
USAQUEN;AGRUPACIÓN DE VIVIENDA;CL165A#8H-65 EL SENORIAL 2 SECTOR III Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL165A#8F-97 PORTAL DE SAN PABLO Bogota Colombia
USAQUEN;EDIFICIO;KR19A#114A-06 LARES 114 Bogota Colombia
USAQUEN;CONJUNTO;CL147#28-42 CEDRO EL CARMEN Bogota Colombia
USAQUEN;EDIFICIO;KR12#102A-46 RINCON DEL CHICO PLAZA Bogota Colombia
USAQUEN;EDIFICIO;"KR13#102-90	 SANTA ANA Bogota Colombia"
USAQUEN;EDIFICIO;CL101#14-19 FLAMBOYAN Bogota Colombia
USAQUEN;EDIFICIO;KR12#114-34 ZONA 114 Bogota Colombia
USAQUEN;EDIFICIO;CL161A#7G-37 SAN CRISTOBAL NO 3 Bogota Colombia
USAQUEN;EDIFICIO;KR22#137-65 GAMMA I Bogota Colombia
USAQUEN;EDIFICIO;TV15#118-27 LOS ROBLES Bogota Colombia
USAQUEN;EDIFICIO;CL103#22-57 CALLE 103 Bogota Colombia
USAQUEN;EDIFICIO;KR9B#113-47 LUCERO Bogota Colombia
USAQUEN;EDIFICIO;AC9#117A-23 VERACRUZ Bogota Colombia
USAQUEN;EDIFICIO;KR20#122-73 NUEVA GRANADA Bogota Colombia
USAQUEN;EDIFICIO;KR21#102-86 EL OTONO 103 Bogota Colombia
USAQUEN;EDIFICIO;CL106A#18B-13 MARIA CAMILA Bogota Colombia
USAQUEN;EDIFICIO;CL126A#7-46 MIRADOR DE USAQUEN Bogota Colombia
USAQUEN;EDIFICIO;KR7C#127A-59 GUARANI II Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL145#7A-40 BOSQUE DE ACACIAS  Bogota Colombia
USAQUEN;EDIFICIO;KR11A#116-40 LA CASCADA 5 Bogota Colombia
USAQUEN;EDIFICIO;AK9#134A-21 TANAMO DE LA SIERRA Bogota Colombia
USAQUEN;EDIFICIO;AK9#115-17 MILAN II Bogota Colombia
USAQUEN;EDIFICIO;CL147#7G-40 LAS PALMAS Bogota Colombia
USAQUEN;EDIFICIO;CL104A#18-75 PARQUE FRANCIA Bogota Colombia
USAQUEN;EDIFICIO;CL120#11B-30 PRADO NORTE  Bogota Colombia
USAQUEN;EDIFICIO;CL111#14-70 EL PARQUE SANTA PAULA Bogota Colombia
USAQUEN;EDIFICIO;KR17A#116-74 KIZEN Bogota Colombia
USAQUEN;EDIFICIO;KR18C#112-25 ANDREE Bogota Colombia
USAQUEN;EDIFICIO;CL104#15-94 CHICO 104 Bogota Colombia
USAQUEN;EDIFICIO;CL142#12B-51 MADEIRO Bogota Colombia
USAQUEN;EDIFICIO;CL127B#8-49 LUGANO Bogota Colombia
USAQUEN;EDIFICIO;KR7C#145-15 EL ABEDUL  Bogota Colombia
USAQUEN;EDIFICIO;KR14A#118-97 TORRE SAKAI Bogota Colombia
USAQUEN;EDIFICIO;KR14#100-51 BALI Bogota Colombia
USAQUEN;EDIFICIO;CL109#13-32 SENDEROS DEL MOCHUELO Bogota Colombia
USAQUEN;CONDOMINIO;CL140#18-12 CHARLOTTE Bogota Colombia
USAQUEN;EDIFICIO;CL126A#7-78 ALEJANDRIA Bogota Colombia
USAQUEN;EDIFICIO;CL103A#23-32 CORINTO Bogota Colombia
USAQUEN;EDIFICIO;CL112#18-15 SEPPIA Bogota Colombia
USAQUEN;EDIFICIO;CL134#5A-26 PARQUE MEDINA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL134#5A-36 ALTOS DE BOSQUE MEDINA Bogota Colombia
USAQUEN;EDIFICIO;KR10#107-35 ESTACION LA GLORIA Bogota Colombia
USAQUEN;CONJUNTO RESIDENCIAL;CL129#7D-26 PINOS DEL NORTE Bogota Colombia
USAQUEN;EDIFICIO;KR7B#126-71 EL ROBLE 127 Bogota Colombia
USAQUEN;EDIFICIO;CL116#9-75 IMOVAL III Bogota Colombia
USAQUEN;EDIFICIO;CL111#14-16 AWA SPA Bogota Colombia
USAQUEN;EDIFICIO;CL152#7H-40 CEDRO GOLF 26 B Bogota Colombia
USAQUEN;EDIFICIO;AV15#127-32 PORTAL DEL COUNTRY Bogota Colombia
